raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
모든주주님들 모은뒤에 팔아도 늦지않아여,모든주주님들 모은뒤에 팔아도 늦지않아여,모든주주님들 모은뒤에 팔아도 늦지않아여,2024-04-02T09:31:39+09:00,0.0824,0.7987,0.1189,1
내가 하이닉스 주주다...,내가 하이닉스 주주다,내가 하이닉스 주주다...,2023-06-15T09:03:35+09:00,0.0401,0.8788,0.0811,1
튀튀,튀튀,튀튀,2024-05-31T11:13:44+09:00,0.2043,0.7546,0.0411,1
갓이닉스,갓이닉스,갓이닉스,2024-08-01T12:57:23+09:00,0.0276,0.9307,0.0417,1
우  신나부러❤❤,우 신나부러,우 신나부러,2022-12-13T14:58:44+09:00,0.0662,0.8856,0.0482,1
"넣었어요.
한미 오늘 다팔았어요",넣었어요 한미 오늘 다팔았어요,넣었어요. 한미 오늘 다팔았어요,2024-12-17T10:04:26+09:00,0.0848,0.8009,0.1143,1
"17만원대로 귀환 기원~ 
매수버튼 푸쉬푸쉬 댜기중입니다",17만원대로 귀환 기원 매수버튼 푸쉬푸쉬 댜기중입니다,17만원대로 귀환 기원 매수버튼 푸쉬푸쉬 댜기중입니다,2025-02-12T12:33:14+09:00,0.2129,0.3575,0.4296,2
하닉투자안한사람은방관해라 어떻게될지 진짜 아무도모른다,하닉투자안한사람은방관해라 어떻게될지 진짜 아무도모른다,하닉투자안한사람은방관해라 어떻게될지 진짜 아무도모른다,2024-08-27T13:54:49+09:00,0.1634,0.6877,0.1489,1
잘버티고 있내 굿ㄷㄷ,잘버티고 있내 굿,잘버티고 있내 굿ㄷㄷ,2024-11-26T13:48:21+09:00,0.0847,0.7635,0.1518,1
가자,가자,가자,2024-02-23T12:21:08+09:00,0.0124,0.0976,0.89,2
아 기회줄 때 18만원에서 던지고 나왔어야 됐는데 20만 욕심내다 씨게 혼나네ㅠㅠ,아 기회줄 때 18만원에서 던지고 나왔어야 됐는데 20만 욕심내다 씨게 혼나네,아 기회줄 때 18만원에서 던지고 나왔어야 됐는데 20만 욕심내다 씨게 혼나네ㅠㅠ,2024-12-20T13:39:03+09:00,0.1865,0.5991,0.2144,1
야르야르,야르야르,야르야르,2025-03-12T13:22:40+09:00,0.0465,0.9083,0.0452,1
위에 시체 진짜 장난아니네,위에 시체 진짜 장난아니네,위에 시체 진짜 장난아니네,2024-08-20T10:39:54+09:00,0.2083,0.7343,0.0574,1
마이크론도 2.2프로는 뛰었다 에라이,마이크론도 22프로는 뛰었다 에라이,마이크론도 2.2프로는 뛰었다 에라이,2024-04-23T15:33:31+09:00,0.1705,0.6767,0.1528,1
"단기고점 21까지 보고있긴한데
금요일 전에 20넘기면 반정도 털고 재진입 노려보시는게 나을듯
요즘 주말동안에 리스크가 커서 금요일 털고 월요일 진입하는게 좋은거같습니다.",단기고점 21까지 보고있긴한데 금요일 전에 20넘기면 반정도 털고 재진입 노려보시는게 나을듯 요즘 주말동안에 리스크가 커서 금요일 털고 월요일 진입하는게 좋은거같습니다,단기고점 21까지 보고있긴한데 금요일 전에 20넘기면 반정도 털고 재진입 노려보시는게 나을듯 요즘 주말동안에 리스크가 커서 금요일 털고 월요일 진입하는게 좋은거같습니다.,2025-03-12T10:12:40+09:00,0.2521,0.2674,0.4805,2
아..국장에선번게없네.....,아국장에선번게없네,아..국장에선번게없네.....,2024-11-27T15:00:05+09:00,0.0735,0.8986,0.0279,1
익절,익절,익절,2024-04-24T09:28:53+09:00,0.0226,0.0551,0.9223,2
삼전 던지고 하이닉스 추매해야할 것 같네여,삼전 던지고 하이닉스 추매해야할 것 같네여,삼전 던지고 하이닉스 추매해야할 것 같네여,2024-09-26T15:41:36+09:00,0.7136,0.1607,0.1257,0
왜이래요..,왜이래요,왜이래요..,2025-03-18T09:59:48+09:00,0.0618,0.9217,0.0165,1
.,,.,2024-10-29T11:01:21+09:00,0.0387,0.9459,0.0154,1
"내일은 오를까요?...ㅠㅠ
이거 팔고 그냥 국장 뜨고싶은디...",내일은 오를까요 이거 팔고 그냥 국장 뜨고싶은디,내일은 오를까요?...ㅠㅠ 이거 팔고 그냥 국장 뜨고싶은디...,2024-12-23T17:10:10+09:00,0.2075,0.5027,0.2898,1
"그냥 코인 1억을 박는게 마음이 편할것 같네요
정말 국장은 외국인놀이터",그냥 코인 1억을 박는게 마음이 편할것 같네요 정말 국장은 외국인놀이터,그냥 코인 1억을 박는게 마음이 편할것 같네요 정말 국장은 외국인놀이터,2024-11-20T09:42:56+09:00,0.1387,0.7716,0.0897,1
다시 올께용,다시 올께용,다시 올께용,2025-01-03T10:24:41+09:00,0.0327,0.8509,0.1164,1
일부손절.진작했으면  덜손해봤지,일부손절진작했으면 덜손해봤지,일부손절.진작했으면 덜손해봤지,2024-07-30T09:58:57+09:00,0.3208,0.4466,0.2326,1
와 모건이40만주를샀는데 외인이 마이너스가 뜬다고? 이상하네,와 모건이40만주를샀는데 외인이 마이너스가 뜬다고 이상하네,와 모건이40만주를샀는데 외인이 마이너스가 뜬다고? 이상하네,2024-11-13T16:12:48+09:00,0.2571,0.4958,0.2472,1
본전도 못찾것네,본전도 못찾것네,본전도 못찾것네,2021-07-01T14:50:09+09:00,0.1626,0.7977,0.0397,1
"9+9=
9×2=
36÷2=",99 92 362,99 92 362,2024-07-23T09:39:35+09:00,0.0547,0.9243,0.021,1
역시 회복세가 안보요,역시 회복세가 안보요,역시 회복세가 안보요,2024-12-12T06:46:04+09:00,0.209,0.6111,0.1799,1
이제 매수타이밍이다 사서 10.7에 던져라 개잡주,이제 매수타이밍이다 사서 107에 던져라 개잡주,이제 매수타이밍이다 사서 10.7에 던져라 개잡주,2021-09-16T14:50:50+09:00,0.507,0.2782,0.2148,0
아오 손익 반토막났네 뭐하냐 진짜,아오 손익 반토막났네 뭐하냐 진짜,아오 손익 반토막났네 뭐하냐 진짜,2025-03-10T14:58:53+09:00,0.2929,0.5449,0.1622,1
ㅃㅃ,,ㅃㅃ,2022-10-27T09:07:49+09:00,0.0486,0.9296,0.0218,1
잘먹고 갑니다~,잘먹고 갑니다,잘먹고 갑니다,2024-09-26T13:12:15+09:00,0.04,0.6707,0.2893,1
"좀전에 파두 관련된 뉴스 나오네요
2차 조사라고 하는데
오늘...
일단 믿고 갑니다..",좀전에 파두 관련된 뉴스 나오네요 2차 조사라고 하는데 오늘 일단 믿고 갑니다,좀전에 파두 관련된 뉴스 나오네요 2차 조사라고 하는데 오늘... 일단 믿고 갑니다..,2024-07-05T06:45:15+09:00,0.1747,0.6491,0.1762,1
"기존5주에 195000원 1주 물타기 ㅎ..
야금야금 어차피 아직 여유있으니 내리면사고 언젠가 치고가면판다..",기존5주에 195000원 1주 물타기 야금야금 어차피 아직 여유있으니 내리면사고 언젠가 치고가면판다,기존5주에 195000원 1주 물타기 ㅎ.. 야금야금 어차피 아직 여유있으니 내리면사고 언젠가 치고가면판다..,2024-07-25T09:07:31+09:00,0.2332,0.4328,0.334,1
’SK 하이닉스‘,SK 하이닉스,SK 하이닉스,2024-05-23T11:06:25+09:00,0.0485,0.9119,0.0396,1
"Sk 하닉 주주였던 사람으로써 너무하다 진짜 국장 ...
정부 돈떨어졋냐? 이제 주가로 피빨게..
청약도 손대드만",Sk 하닉 주주였던 사람으로써 너무하다 진짜 국장 정부 돈떨어졋냐 이제 주가로 피빨게 청약도 손대드만,Sk 하닉 주주였던 사람으로써 너무하다 진짜 국장 ... 정부 돈떨어졋냐? 이제 주가로 피빨게.. 청약도 손대드만,2024-11-14T11:55:58+09:00,0.2914,0.4619,0.2467,1
불탈까 고민이네~,불탈까 고민이네,불탈까 고민이네,2025-01-10T09:05:17+09:00,0.1705,0.7694,0.0601,1
17만원에 먀수 기다립니당..,17만원에 먀수 기다립니당,17만원에 먀수 기다립니당..,2025-02-05T15:25:30+09:00,0.1512,0.5964,0.2524,1
190천원 지지선은 ㄹㅇ 든든하노~,190천원 지지선은 든든하노,190천원 지지선은 ㄹㅇ 든든하노,2025-02-28T10:44:32+09:00,0.0955,0.7669,0.1376,1
"오늘도 소소하게
떨어지면 다시 한주 구매",오늘도 소소하게 떨어지면 다시 한주 구매,오늘도 소소하게 떨어지면 다시 한주 구매,2024-05-03T13:46:39+09:00,0.3616,0.4277,0.2108,1
오늘 엔비까지 본장서 훨훨 날라가주면 맘편한 주말과 동시에  월요일 맘 편히 시작해도 되겠네요ㅎㅎㅎ,오늘 엔비까지 본장서 훨훨 날라가주면 맘편한 주말과 동시에 월요일 맘 편히 시작해도 되겠네요,오늘 엔비까지 본장서 훨훨 날라가주면 맘편한 주말과 동시에 월요일 맘 편히 시작해도 되겠네요ㅎㅎㅎ,2024-11-22T16:01:26+09:00,0.0902,0.3366,0.5732,2
영업이익이 많이 줄었어요. 그리고 외인들이 다 던지는중.  이 가격이면 나쁘지는 않은거 같은데 내년에 우리나라 반도체 더 안좋아진다던데 하이닉스가 내년을 어케 버틸지.... 🤔,영업이익이 많이 줄었어요 그리고 외인들이 다 던지는중 이 가격이면 나쁘지는 않은거 같은데 내년에 우리나라 반도체 더 안좋아진다던데 하이닉스가 내년을 어케 버틸지,영업이익이 많이 줄었어요. 그리고 외인들이 다 던지는중. 이 가격이면 나쁘지는 않은거 같은데 내년에 우리나라 반도체 더 안좋아진다던데 하이닉스가 내년을 어케 버틸지....,2022-12-06T09:15:29+09:00,0.2947,0.3426,0.3627,2
와 기관넘들 진짜 왤케 팔아대는겨,와 기관넘들 진짜 왤케 팔아대는겨,와 기관넘들 진짜 왤케 팔아대는겨,2022-07-20T10:41:08+09:00,0.1133,0.8469,0.0398,1
날개없는 추락 ㄷㄷ,날개없는 추락,날개없는 추락 ㄷㄷ,2025-01-07T11:34:32+09:00,0.4553,0.4767,0.068,1
망치매매하고 잠들라.호가창 보지말고...,망치매매하고 잠들라호가창 보지말고,망치매매하고 잠들라.호가창 보지말고...,2024-03-26T10:53:18+09:00,0.2644,0.5876,0.148,1
또봐요,또봐요,또봐요,2024-10-23T11:08:12+09:00,0.0579,0.9205,0.0216,1
야~! 올르라고!,야 올르라고,야! 올르라고!,2024-11-01T13:30:46+09:00,0.0479,0.8225,0.1296,1
과연 ㄷㄱㄷㄱ,과연,과연 ㄷㄱㄷㄱ,2024-03-29T12:16:04+09:00,0.0454,0.935,0.0196,1
우울하다....120일도 깨나?,우울하다120일도 깨나,우울하다....120일도 깨나?,2024-07-25T16:49:05+09:00,0.0945,0.8826,0.0229,1
장투...,장투,장투...,2024-10-24T12:22:19+09:00,0.3511,0.5726,0.0763,1
쫌 올라라,쫌 올라라,쫌 올라라,2024-08-28T09:16:26+09:00,0.0192,0.0526,0.9281,2
오호ㅋㅋ잡아라  ~~~ 뚫자,오호잡아라 뚫자,오호ㅋㅋ잡아라 뚫자,2022-05-27T13:26:33+09:00,0.0981,0.7885,0.1134,1
20만 가즈아,20만 가즈아,20만 가즈아,2024-04-03T09:27:22+09:00,0.0149,0.0596,0.9255,2
니가 밉다,니가 밉다,니가 밉다,2024-09-19T10:34:36+09:00,0.0636,0.9148,0.0215,1
고,고,고,2024-10-11T09:50:04+09:00,0.0537,0.9246,0.0217,1
"아이고, 하닉이 다 말아먹네..ㅠ.ㅠ
또다시 음전, 휴

진짜 주식은 파는 타이밍이 중요하다는거 또 느낍니다.",아이고 하닉이 다 말아먹네 또다시 음전 휴 진짜 주식은 파는 타이밍이 중요하다는거 또 느낍니다,"아이고, 하닉이 다 말아먹네..ㅠ.ㅠ 또다시 음전, 휴 진짜 주식은 파는 타이밍이 중요하다는거 또 느낍니다.",2024-11-14T16:09:29+09:00,0.2569,0.382,0.3611,1
아직 저점이 아닌가 봐요,아직 저점이 아닌가 봐요,아직 저점이 아닌가 봐요,2022-07-29T10:17:56+09:00,0.1254,0.8093,0.0653,1
이거 올해 30만까지 간다고  맞나요?,이거 올해 30만까지 간다고 맞나요,이거 올해 30만까지 간다고 맞나요?,2024-06-19T13:37:09+09:00,0.0882,0.6315,0.2803,1
"하이닉스 넌 모해?
테슬라 떨어지고 삼전 오르는데 같이 올라줘야지!!
너한테 더걸었다구 ㅜ",하이닉스 넌 모해 테슬라 떨어지고 삼전 오르는데 같이 올라줘야지 너한테 더걸었다구,하이닉스 넌 모해? 테슬라 떨어지고 삼전 오르는데 같이 올라줘야지!! 너한테 더걸었다구 ㅜ,2024-10-11T12:34:41+09:00,0.1018,0.1315,0.7667,2
겨울인데 왜 사는건가?,겨울인데 왜 사는건가,겨울인데 왜 사는건가?,2024-09-26T11:09:02+09:00,0.1062,0.8525,0.0412,1
방금 추세보고 입성했습니다 반갑습니다,방금 추세보고 입성했습니다 반갑습니다,방금 추세보고 입성했습니다 반갑습니다,2024-11-22T10:03:43+09:00,0.2298,0.5996,0.1707,1
다시 내려가네요 ㅠㅠ,다시 내려가네요,다시 내려가네요 ㅠㅠ,2024-12-23T10:18:34+09:00,0.0901,0.75,0.1599,1
지금 사도 될까요,지금 사도 될까요,지금 사도 될까요,2023-05-30T10:14:46+09:00,0.0454,0.9157,0.0389,1
"기관은 팔고 외국인은 사고  21층은 손도 못대고 다시 20층의 문턱 
여러분의 심정은 어떠십니까? 궁금합니다",기관은 팔고 외국인은 사고 21층은 손도 못대고 다시 20층의 문턱 여러분의 심정은 어떠십니까 궁금합니다,기관은 팔고 외국인은 사고 21층은 손도 못대고 다시 20층의 문턱 여러분의 심정은 어떠십니까? 궁금합니다,2024-05-24T11:07:42+09:00,0.3132,0.5862,0.1007,1
어라 금요일인데 왠양봉,어라 금요일인데 왠양봉,어라 금요일인데 왠양봉,2024-05-10T15:47:40+09:00,0.1055,0.7745,0.12,1
걸림돌 왜이렇게 많아,걸림돌 왜이렇게 많아,걸림돌 왜이렇게 많아,2024-11-05T09:34:42+09:00,0.2025,0.7296,0.0679,1
ㅜㅜ,,ㅜㅜ,2024-11-21T09:02:53+09:00,0.0612,0.9114,0.0274,1
하트 눌러주고가요,하트 눌러주고가요,하트 눌러주고가요,2024-10-22T12:28:59+09:00,0.0486,0.7163,0.2351,1
올라가랏,올라가랏,올라가랏,2024-08-16T09:06:45+09:00,0.0181,0.1065,0.8754,2
또..또.. 국장만  마이너스야ㅠ,또또 국장만 마이너스야,또..또.. 국장만 마이너스야ㅠ,2024-07-18T15:20:50+09:00,0.0799,0.8992,0.0209,1
"딱 7주 정도만 살 돈있는데 고민이네요ㅠ
낼 더 떨어질까봐",딱 7주 정도만 살 돈있는데 고민이네요 낼 더 떨어질까봐,딱 7주 정도만 살 돈있는데 고민이네요ㅠ 낼 더 떨어질까봐,2024-07-17T12:59:01+09:00,0.2618,0.4776,0.2606,1
"주식은 먼길까지 보아야지요.

하이닉스 11.35층, 삼전 78.5층에 들어가겠습니다 ^^",주식은 먼길까지 보아야지요 하이닉스 1135층 삼전 785층에 들어가겠습니다,"주식은 먼길까지 보아야지요. 하이닉스 11.35층, 삼전 78.5층에 들어가겠습니다",2021-07-30T12:22:48+09:00,0.1301,0.5993,0.2706,1
대단하다,대단하다,대단하다,2025-01-31T09:03:16+09:00,0.0766,0.9004,0.023,1
머니가없어. 1주밖에. 구입 못했음,머니가없어 1주밖에 구입 못했음,머니가없어. 1주밖에. 구입 못했음,2024-11-19T11:19:16+09:00,0.1715,0.7432,0.0853,1
도대체 개미들 다 죽게생겻네.ㅠ,도대체 개미들 다 죽게생겻네,도대체 개미들 다 죽게생겻네.ㅠ,2024-09-05T13:56:43+09:00,0.3836,0.5235,0.0929,1
추매하긴 겁나고 어쩔수 없이 개목걸이 걸려서 끌려가는중요 ㅠㅜ,추매하긴 겁나고 어쩔수 없이 개목걸이 걸려서 끌려가는중요,추매하긴 겁나고 어쩔수 없이 개목걸이 걸려서 끌려가는중요 ㅠㅜ,2021-07-28T16:18:14+09:00,0.8038,0.1182,0.0779,0
다시왔습니다 ㅎㅎ,다시왔습니다,다시왔습니다 ㅎㅎ,2025-03-10T10:05:13+09:00,0.0458,0.9007,0.0536,1
"지금까지 마이너스 난 적 한 번도 없었는데
여기서 더 떨어지면 마이너스네ㅋㅋㅋㅋㅋㅋㅋ",지금까지 마이너스 난 적 한 번도 없었는데 여기서 더 떨어지면 마이너스네,지금까지 마이너스 난 적 한 번도 없었는데 여기서 더 떨어지면 마이너스네ㅋㅋㅋㅋㅋㅋㅋ,2024-06-24T11:03:06+09:00,0.2916,0.4075,0.3009,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어쩜 미끄러지니 넌,어쩜 미끄러지니 넌,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어쩜 미끄러지니 넌,2024-12-26T09:46:29+09:00,0.097,0.8845,0.0186,1
기모띠,기모띠,기모띠,2025-01-31T16:45:58+09:00,0.0814,0.8602,0.0584,1
내일은 185000?,내일은 185000,내일은 185000?,2024-08-12T23:17:13+09:00,0.0452,0.8903,0.0644,1
지붕뚤고 하이킥이네 삼전 머하냐,지붕뚤고 하이킥이네 삼전 머하냐,지붕뚤고 하이킥이네 삼전 머하냐,2024-10-24T12:21:11+09:00,0.1693,0.7843,0.0464,1
"137,500원에 주문걸어놨는데 올랐네..600일때 살껄..",137500원에 주문걸어놨는데 올랐네600일때 살껄,"137,500원에 주문걸어놨는데 올랐네..600일때 살껄..",2024-01-24T12:01:50+09:00,0.1697,0.4609,0.3694,1
"와   아까 더살껄 ㅠㅠ 후회되는데요
17갈까요?",와 아까 더살껄 후회되는데요 17갈까요,와 아까 더살껄 ㅠㅠ 후회되는데요 17갈까요?,2024-04-19T13:01:24+09:00,0.0841,0.8397,0.0761,1
"우리 좋았잖아
....",우리 좋았잖아,우리 좋았잖아 ....,2022-10-28T13:29:17+09:00,0.0253,0.9363,0.0384,1
과연?,과연,과연?,2024-10-23T17:08:49+09:00,0.0381,0.9426,0.0193,1
감사,감사,감사,2025-01-09T15:16:22+09:00,0.0374,0.9391,0.0235,1
엔비디아 떨어질땐 앞장서서떨구고 엔비디아오를땐 누구세요 ㅇㅈㄹ  하고있네 삼전이 최고였구나...,엔비디아 떨어질땐 앞장서서떨구고 엔비디아오를땐 누구세요 하고있네 삼전이 최고였구나,엔비디아 떨어질땐 앞장서서떨구고 엔비디아오를땐 누구세요 ㅇㅈㄹ 하고있네 삼전이 최고였구나...,2024-07-23T10:16:35+09:00,0.1964,0.4445,0.3591,1
매수,매수,매수,2024-02-27T12:10:12+09:00,0.1838,0.7533,0.0629,1
어디까지 내려가려나?,어디까지 내려가려나,어디까지 내려가려나?,2024-10-28T13:19:03+09:00,0.155,0.7086,0.1364,1
"16.9층에
산 제 잘못인가요 ... ㅋㅋㅋㅋ",169층에 산 제 잘못인가요,16.9층에 산 제 잘못인가요 ... ㅋㅋㅋㅋ,2024-11-28T09:59:04+09:00,0.1146,0.8476,0.0378,1
제가뭐라도되는냥깝치지않겠습니다항상 겸손하겠습니다한번만살려주세요살려달라고,제가뭐라도되는냥깝치지않겠습니다항상 겸손하겠습니다한번만살려주세요살려달라고,제가뭐라도되는냥깝치지않겠습니다항상 겸손하겠습니다한번만살려주세요살려달라고,2024-07-19T19:15:42+09:00,0.1386,0.6678,0.1936,1
오늘 좀만 오르자 탈출 좀 하게,오늘 좀만 오르자 탈출 좀 하게,오늘 좀만 오르자 탈출 좀 하게,2022-04-29T01:34:48+09:00,0.0645,0.2603,0.6753,2
"프리마켓 엔비디아 -9프로임 현재 
낼도 고생길 가네 에혀",프리마켓 엔비디아 9프로임 현재 낼도 고생길 가네 에혀,프리마켓 엔비디아 9프로임 현재 낼도 고생길 가네 에혀,2024-08-05T18:07:13+09:00,0.149,0.6456,0.2053,1
아까 팔길 잘했네ㄷ,아까 팔길 잘했네,아까 팔길 잘했네ㄷ,2024-09-19T09:34:08+09:00,0.1007,0.8465,0.0528,1
ㅋㅋㅋㅋㅋㅋㅋ 진짜 장 끝날때되니까 또 쳐내리네,진짜 장 끝날때되니까 또 쳐내리네,ㅋㅋㅋㅋㅋㅋㅋ 진짜 장 끝날때되니까 또 쳐내리네,2024-09-20T14:40:15+09:00,0.363,0.556,0.081,1
하...탈출하기 힘드네,하탈출하기 힘드네,하...탈출하기 힘드네,2025-03-18T09:56:56+09:00,0.2071,0.7543,0.0386,1
타이밍이 좋았어요,타이밍이 좋았어요,타이밍이 좋았어요,2024-06-12T01:26:08+09:00,0.0671,0.9014,0.0316,1
화이팅,화이팅,화이팅,2024-11-21T11:24:27+09:00,0.0319,0.9372,0.0309,1
기관이 실드 좀 치네 다행... 아니 난 더 떨어지면 사려고 했는데 ㅋㅋㅋ,기관이 실드 좀 치네 다행 아니 난 더 떨어지면 사려고 했는데,기관이 실드 좀 치네 다행... 아니 난 더 떨어지면 사려고 했는데 ㅋㅋㅋ,2025-01-31T10:05:46+09:00,0.2561,0.5667,0.1773,1
1년 정도 기다리면 20만원 볼듯,1년 정도 기다리면 20만원 볼듯,1년 정도 기다리면 20만원 볼듯,2023-06-28T16:00:00+09:00,0.0579,0.8639,0.0782,1
개같이 오르자!!!!!!,개같이 오르자,개같이 오르자!!!!!!,2022-07-22T10:09:46+09:00,0.0288,0.1841,0.7871,2
근데 외국인과 기관은 왜 팔죠?ㅠㅠ,근데 외국인과 기관은 왜 팔죠,근데 외국인과 기관은 왜 팔죠?ㅠㅠ,2025-01-07T11:27:39+09:00,0.0846,0.8777,0.0377,1
안녕하세요 뒤늦게 호다닥 들어왔습니다!,안녕하세요 뒤늦게 호다닥 들어왔습니다,안녕하세요 뒤늦게 호다닥 들어왔습니다!,2024-08-16T10:04:37+09:00,0.1235,0.6728,0.2037,1
이건 진짜 너무하네,이건 진짜 너무하네,이건 진짜 너무하네,2024-08-26T10:39:40+09:00,0.0918,0.8848,0.0234,1
오늘 97000원 가나여,오늘 97000원 가나여,오늘 97000원 가나여,2022-07-15T09:24:07+09:00,0.0473,0.7474,0.2053,1
"설마 내일도 오르겠냐
개미들 다 손 터는데",설마 내일도 오르겠냐 개미들 다 손 터는데,설마 내일도 오르겠냐 개미들 다 손 터는데,2021-08-03T20:51:45+09:00,0.2258,0.631,0.1431,1
"반도체 이젠 끝이나 보다
이젠 내리막길,,",반도체 이젠 끝이나 보다 이젠 내리막길,"반도체 이젠 끝이나 보다 이젠 내리막길,,",2024-04-29T15:25:12+09:00,0.4107,0.3467,0.2426,0
와.....모건 이놈들......치가 떨린다..,와모건 이놈들치가 떨린다,와.....모건 이놈들......치가 떨린다..,2024-09-26T09:08:44+09:00,0.087,0.8842,0.0288,1
추가,추가,추가,2024-07-26T14:23:34+09:00,0.0518,0.9193,0.0289,1
"미장 날아갑니다
하이닉스도 찐반등해주기를!",미장 날아갑니다 하이닉스도 찐반등해주기를,미장 날아갑니다 하이닉스도 찐반등해주기를!,2022-03-16T23:33:43+09:00,0.0867,0.186,0.7273,2
한국인 주주 특징) 시총4위여도 지가 꼴으면 개잡주임,한국인 주주 특징 시총4위여도 지가 꼴으면 개잡주임,한국인 주주 특징 시총4위여도 지가 꼴으면 개잡주임,2023-01-03T19:09:27+09:00,0.3574,0.4911,0.1515,1
그만파,그만파,그만파,2024-09-03T13:49:00+09:00,0.1337,0.8202,0.0462,1
"국장 시드가 두배가 넘는데 
미장으로 돈번거 국장에 다 갖다 바치고 있네요
얼른 탈출해서 미국주식 사고싶드아",국장 시드가 두배가 넘는데 미장으로 돈번거 국장에 다 갖다 바치고 있네요 얼른 탈출해서 미국주식 사고싶드아,국장 시드가 두배가 넘는데 미장으로 돈번거 국장에 다 갖다 바치고 있네요 얼른 탈출해서 미국주식 사고싶드아,2024-11-21T15:41:03+09:00,0.2377,0.534,0.2283,1
나락도 락이다,나락도 락이다,나락도 락이다,2024-09-19T10:21:14+09:00,0.5387,0.3766,0.0848,0
"182600  뚤리면
감당못하겠네
완전개박살",182600 뚤리면 감당못하겠네 완전개박살,182600 뚤리면 감당못하겠네 완전개박살,2024-08-26T10:30:22+09:00,0.4195,0.4952,0.0854,1
미쳤다,미쳤다,미쳤다,2023-10-17T13:33:25+09:00,0.0961,0.8831,0.0208,1
안하던 짓을.... 떨어지면 다쳐!!!!,안하던 짓을 떨어지면 다쳐,안하던 짓을.... 떨어지면 다쳐!!!!,2022-09-30T13:47:24+09:00,0.2097,0.7543,0.036,1
"하닉 벗어나고 싶어요,,",하닉 벗어나고 싶어요,"하닉 벗어나고 싶어요,,",2021-08-05T09:14:37+09:00,0.0424,0.8801,0.0776,1
하닉사느니...  엔비로~~,하닉사느니 엔비로,하닉사느니... 엔비로,2024-10-24T09:25:07+09:00,0.0812,0.8793,0.0395,1
이게말이되냐 아나 왜나스닥 따가리로이름도바꾸지,이게말이되냐 아나 왜나스닥 따가리로이름도바꾸지,이게말이되냐 아나 왜나스닥 따가리로이름도바꾸지,2024-07-25T09:01:32+09:00,0.1152,0.8189,0.066,1
ㅋㅋㅋㅋㅋㅋ 슈바 외인 -61만은 너무한거 아니냐?,슈바 외인 61만은 너무한거 아니냐,ㅋㅋㅋㅋㅋㅋ 슈바 외인 61만은 너무한거 아니냐?,2024-12-20T10:07:29+09:00,0.0951,0.8537,0.0512,1
마이너스의 손 들어왓습니다,마이너스의 손 들어왓습니다,마이너스의 손 들어왓습니다,2024-12-09T11:41:41+09:00,0.1045,0.7811,0.1145,1
야들 18층에 수문장 있나요?? 쥭어라 18층은 안찍네요 ㅋㅋㅋㅋㅋ,야들 18층에 수문장 있나요 쥭어라 18층은 안찍네요,야들 18층에 수문장 있나요?? 쥭어라 18층은 안찍네요 ㅋㅋㅋㅋㅋ,2024-12-10T09:25:52+09:00,0.1425,0.8027,0.0548,1
"일단 익절,,, 반절은 더 높이,,,",일단 익절 반절은 더 높이,"일단 익절,,, 반절은 더 높이,,,",2024-08-16T13:52:27+09:00,0.0267,0.0494,0.9239,2
식갑했어...,식갑했어,식갑했어...,2024-12-19T13:54:16+09:00,0.1123,0.8673,0.0204,1
ㄱㄱ,,ㄱㄱ,2024-04-23T12:34:52+09:00,0.033,0.9231,0.0439,1
"종가에 정리했습니다
일단 관망...",종가에 정리했습니다 일단 관망,종가에 정리했습니다 일단 관망...,2023-04-13T15:34:05+09:00,0.2333,0.6831,0.0836,1
지켜 보겠어!!!!,지켜 보겠어,지켜 보겠어!!!!,2024-11-19T10:07:37+09:00,0.0569,0.9135,0.0296,1
국장은 어려워,국장은 어려워,국장은 어려워,2024-05-24T13:40:21+09:00,0.0622,0.912,0.0258,1
흠,흠,흠,2024-09-19T10:26:53+09:00,0.0495,0.9277,0.0228,1
하이닉스 성과급이 답이네,하이닉스 성과급이 답이네,하이닉스 성과급이 답이네,2024-07-26T11:42:43+09:00,0.059,0.8064,0.1346,1
뭐하냐 진짜,뭐하냐 진짜,뭐하냐 진짜,2024-04-25T15:31:50+09:00,0.0961,0.8767,0.0271,1
낸드개발도  선방영이니?,낸드개발도 선방영이니,낸드개발도 선방영이니?,2022-08-03T09:09:49+09:00,0.1142,0.6819,0.2039,1
79990진입,79990진입,79990진입,2023-01-04T11:12:41+09:00,0.0396,0.9323,0.028,1
아 배에 힘 꽉 주고 버티고 있긴한데 이거 엔비디아 실적까지 너무 오래ㅠ남았는데...,아 배에 힘 꽉 주고 버티고 있긴한데 이거 엔비디아 실적까지 너무 오래남았는데,아 배에 힘 꽉 주고 버티고 있긴한데 이거 엔비디아 실적까지 너무 오래ㅠ남았는데...,2024-08-21T12:45:36+09:00,0.1067,0.77,0.1233,1
하닉은 그냥 16에 사서 18에 파세요,하닉은 그냥 16에 사서 18에 파세요,하닉은 그냥 16에 사서 18에 파세요,2024-12-20T10:48:23+09:00,0.1061,0.808,0.0859,1
